PropType,Taxkey,Address,CondoProject,District,Nbhd,Style,Extwall,Stories,Year_Built,Nr_of_rms,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price 
Residential,4190066000,456 S 72ND ST,,10,2710,Milwaukee Bungalow,Aluminum / Vinyl,1,1926,0,1138,1,3,1,1,5640,2015-09,129900
Residential,3050834000,6661 W BURLEIGH ST,,10,1870,Milwaukee Bungalow,Aluminum / Vinyl,1,1928,0,1036,1,3,1,0,7680,2015-09,71673
Residential,4030382000,4936 W BLUE MOUND RD,,10,2680,Ranch,Brick,1,1926,0,1449,1,2,2,0,6180,2015-09,162500
Residential,3060415000,3000 N 53RD ST,,10,1860,Ranch,Brick,1,1952,0,1142,1,2,1,0,4680,2015-09,66155
Residential,2650626000,3767 N 61ST ST,,10,1940,Ranch,Brick,1,1952,0,999,1,2,1,0,7560,2015-09,55000
Residential,4210249000,665 S OAK PARK CT,,10,2710,Residence O/S,Aluminum / Vinyl,1.5,1926,0,1169,1,2,2,0,11484,2015-09,98000
Residential,4190411100,240 S 76TH ST,,10,2720,Townhouse,Brick,2,1955,0,2688,2,6,2,2,7200,2015-09,172600
Residential,3050576000,2718 N 67TH ST,,10,1980,Tudor,Stone,2,1935,0,1712,1,3,1,2,5120,2015-09,187000
Residential,5330306000,3321 W LAKEFIELD DR,,11,4400,Cape Cod,Brick,1.5,1947,0,1624,1,3,1,1,6000,2015-09,125000
Residential,5139913000,2967 S 55TH ST,,11,4240,Cape Cod,Brick,1,1951,0,1567,1,4,1,0,5984,2015-09,130500
Residential,5310612000,3173 S 43RD ST,,11,4410,Cape Cod,Aluminum / Vinyl,1.5,1952,0,1407,1,4,1,0,5280,2015-09,148000
Residential,5730341000,4029 S 53RD ST,,11,4420,Cape Cod,Aluminum / Vinyl,1,1954,0,1293,1,3,1,0,7050,2015-09,133500
Residential,5120940000,2934 S 46TH ST,,11,4320,Cape Cod,Brick,1,1941,0,1266,1,3,2,0,5480,2015-09,140000
Residential,5269954000,3455 S 86TH ST,,11,4340,Cape Cod,Aluminum / Vinyl,1,1951,0,1266,1,3,1,1,12864,2015-09,150100
Residential,5120923000,2851 S 46TH ST,,11,4320,Cape Cod,Stone,1,1941,0,1219,1,3,1,1,5000,2015-09,125000
Residential,4901014000,6024 W KINNICKINNIC RIVER PK,,11,4240,Cape Cod,Brick,1,1952,0,1218,1,2,1,0,4800,2015-09,115000
Residential,5300508000,3128 S 55TH ST,,11,4420,Cape Cod,Aluminum / Vinyl,1,1940,0,1108,1,3,2,0,7560,2015-09,116000
Residential,5320413000,3152 S 40TH ST,,11,4410,Cape Cod,Aluminum / Vinyl,1,1953,0,1107,1,3,1,0,4920,2015-09,99100
Residential,5600330100,3659 S 91ST ST,,11,4350,Cape Cod,Aluminum / Vinyl,1.5,1938,0,880,1,3,1,0,7920,2015-09,87000
Residential,5110454000,3034 S 40TH ST,,11,4320,Cape Cod,Brick,1,1944,0,813,1,2,1,0,5289,2015-09,92000
Residential,5270136000,3410 S 82ND ST,,11,4340,Cape Cod,Frame,1,1939,0,797,1,3,1,0,6566,2015-09,99500
Residential,5320081000,3407 S PRINCETON AV,,11,4410,Colonial,Masonry / Frame,2,1951,0,2383,1,3,2,0,6144,2015-09,171000
Residential,5300818000,5420 W VERONA CT,,11,4420,Colonial,Aluminum / Vinyl,2,1955,0,1683,1,3,1,1,6120,2015-09,163000
Residential,5591509000,3674 S 77TH ST,,11,4340,Duplex N/S,Brick,1.5,1964,0,2202,2,5,2,1,8505,2015-09,178300
Residential,5730392000,4028 S 52ND ST,,11,4420,Duplex N/S,Aluminum / Vinyl,2,1954,0,1860,2,5,2,0,6000,2015-09,154500
Residential,5319947000,3135 S 49TH ST,,11,4420,Duplex N/S,Brick,2,1951,0,1778,2,4,2,0,4040,2015-09,130000
Residential,5550219000,4528 W HOWARD AV,,11,4420,Duplex N/S,Aluminum / Vinyl,2,1954,0,1728,2,6,2,0,6750,2015-09,127000
Residential,5120749000,2765 S 45TH ST,,11,4320,Duplex O/S,Masonry / Frame,2,1932,0,2486,2,5,3,0,5120,2015-09,150000
Residential,5121143000,4416 W OKLAHOMA AV,,11,4320,Duplex O/S,Frame,1.5,1922,0,2236,2,5,2,0,4800,2015-09,116000
Residential,4920529000,5047 W JACKSON PARK DR,,11,4280,Ranch,Stone,1,1954,0,1497,1,4,2,1,10541,2015-09,259900
Residential,5710528000,4029 S 70TH ST,,11,4430,Ranch,Frame,1,1983,0,1411,1,3,2,0,7700,2015-09,170000
Residential,5710577000,4033 S 71ST ST,,11,4430,Ranch,Aluminum / Vinyl,1,1979,0,1411,1,2,2,1,7475,2015-09,154500
Residential,5259946100,3163 S 95TH ST,,11,4350,Ranch,Block,1,1962,0,1254,1,3,1,2,13840,2015-09,154800
Residential,5331056000,3230 S 31ST ST,,11,4400,Ranch,Aluminum / Vinyl,1,1956,0,1201,1,2,1,1,6960,2015-09,137000
Residential,5600214200,3642 S 85TH ST,,11,4350,Ranch,Aluminum / Vinyl,1,1947,0,1200,1,3,1,1,7440,2015-09,158000
Residential,5700099000,8035 W TESCH AV,,11,4340,Ranch,Aluminum / Vinyl,1,1960,0,1171,1,2,1,1,7200,2015-09,130000
Residential,5280210000,7112 W LAKEFIELD DR,,11,4310,Ranch,Brick,1,1955,0,1150,1,3,1,0,6240,2015-09,111000
Residential,5580108000,3561 S HONEY CREEK DR,,11,4330,Ranch,Brick,1,1958,0,1145,1,3,1,1,8940,2015-09,170000
Residential,5610401000,3732 S 96TH ST,,11,4340,Ranch,Aluminum / Vinyl,1,1964,0,1144,1,3,2,0,9246,2015-09,196000
Residential,5270719000,7839 W BURDICK AV,,11,4340,Ranch,Aluminum / Vinyl,1,1958,0,1131,1,3,1,1,7320,2015-09,152000
Residential,4891227000,2653 S 71ST ST,,11,4240,Ranch,Brick,1,1955,0,1101,1,3,1,0,5000,2015-09,145000
Residential,5300810000,5435 W VERONA CT,,11,4420,Ranch,Aluminum / Vinyl,1,1956,0,1060,1,3,1,0,6000,2015-09,119000
Residential,5550107000,4675 W CRAWFORD AV,,11,4420,Ranch,Aluminum / Vinyl,1,1956,0,1053,1,3,1,0,12384,2015-09,83000
Residential,5270277000,8128 W SUNBURY CT,,11,4340,Ranch,Brick,1,1958,0,1040,1,3,1,1,8100,2015-09,125000
Residential,5141106000,2837 S 67TH ST,,11,4240,Ranch,Aluminum / Vinyl,1,1956,0,1019,1,3,1,0,6120,2015-09,144700
Residential,5590312000,3615 S 83RD ST,,11,4340,Ranch,Aluminum / Vinyl,1,1955,0,1019,1,3,1,0,6150,2015-09,117000
Residential,5290513000,3353 S 62ND ST,,11,4380,Ranch,Aluminum / Vinyl,1,1953,0,998,1,3,1,0,9310,2015-09,100000
Residential,5310439000,3217 S 49TH ST,,11,4420,Ranch,Brick,1,1953,0,960,1,3,1,0,5050,2015-09,125000
Residential,5140004000,2738 S 61ST ST,,11,4240,Ranch,Aluminum / Vinyl,1,1954,0,958,1,3,1,0,6032,2015-09,136000
Residential,5140063000,6328 W FREMONT PL,,11,4240,Ranch,Aluminum / Vinyl,1,1954,0,956,1,3,1,0,5500,2015-09,119000
Residential,5310448000,3277 S 49TH ST,,11,4420,Ranch,Stone,1,1952,0,928,1,2,1,0,5050,2015-09,79900
Residential,5290508000,6223 W OHIO AV,,11,4380,Ranch,Aluminum / Vinyl,1,1952,0,904,1,3,1,0,7920,2015-09,95000
Residential,5291182000,6427 W VERONA CT,,11,4380,Ranch,Aluminum / Vinyl,1,1953,0,888,1,3,1,0,6150,2015-09,79900
Residential,5330919000,3246 S 35TH ST,,11,4400,Ranch,Aluminum / Vinyl,1,1949,0,816,1,2,1,0,6240,2015-09,110000
Residential,5330279000,3232 W LAKEFIELD DR,,11,4400,Ranch,Aluminum / Vinyl,1,1948,0,814,1,2,1,0,4560,2015-09,74900
Residential,5120026000,3002 S 50TH ST,,11,4240,Ranch,Aluminum / Vinyl,1,1950,0,802,1,3,1,0,5160,2015-09,116500
Residential,5700537000,7832 W NORWICH ST,,11,4340,Townhouse,Aluminum / Vinyl,2,1977,0,2461,2,6,2,2,9000,2015-09,203000
Residential,5330224000,3136 S 33RD ST,,11,4400,Tudor,Brick,1.5,1930,0,1417,1,3,1,1,4800,2015-09,132500
Residential,4600170000,2026 S 14TH ST,,12,4120,Colonial,Aluminum / Vinyl,2,2014,0,1892,1,4,2,0,4200,2015-09,109900
Residential,4601487000,1623 S CESAR E CHAVEZ DR,,12,4100,Cottage,Stucco,1,1883,0,882,1,3,1,0,6000,2015-09,40000
Residential,4601630000,1554 S 20TH ST,,12,4100,Dplx Bungalow,Stone,1.5,1920,0,1795,2,4,2,0,3224,2015-09,48000
Residential,4311281000,922 S 3RD ST,,12,4020,Duplex O/S,Brick,2.5,1911,0,3417,2,2,2,2,4176,2015-09,325000
Residential,4601557000,1600 S MUSKEGO AV,,12,4100,Duplex-Cottage,Aluminum / Vinyl,2,1890,0,1910,2,5,2,0,3000,2015-09,65000
Residential,4601382000,1465 S UNION ST,,12,4100,Residence O/S,Aluminum / Vinyl,1.5,1889,0,1433,1,3,1,0,4626,2015-09,72000
Residential,4690662000,2146 S 15TH ST,,12,4120,Rm or Rooming House,Aluminum / Vinyl,1,1893,0,1408,1,3,1,0,0,2015-09,53000
Residential,4610305000,1427 S 9TH ST,,12,4100,Rm or Rooming House,Frame,1,1884,0,960,1,3,1,0,0,2015-09,53750
Residential,4310216110,310 W SCOTT ST,,12,4020,Rm or Rooming House,Aluminum / Vinyl,1,1880,0,842,1,2,1,0,0,2015-09,93000
Residential,4330010000,1636 W MINERAL ST,,12,4050,Triplex,Aluminum / Vinyl,2,1893,0,3528,3,7,3,0,5800,2015-09,97000
Residential,6449977111,5140 S 21ST ST,,13,4780,Bi-Level,Aluminum / Vinyl,1,1968,0,2418,1,4,3,0,9450,2015-09,157000
Residential,5800919000,3915 S 1ST ST,,13,4700,Cape Cod,Aluminum / Vinyl,1.5,1940,0,1806,1,4,2,1,7200,2015-09,160000
Residential,5811127000,4236 S AUSTIN ST,,13,4700,Cape Cod,Brick,1.5,1936,0,1555,1,3,1,1,5310,2015-09,155000
Residential,5510433000,3628 S 15TH PL,,13,4520,Cape Cod,Brick,1,1949,0,1393,1,3,1,0,5192,2015-09,123000
Residential,5511036000,1720 W HOWARD AV,,13,4520,Cape Cod,Brick,1,1951,0,1323,1,3,1,0,5160,2015-09,94900
Residential,5510310000,3547 S 15TH PL,,13,4520,Cape Cod,Brick,1,1950,0,1230,1,3,1,0,5050,2015-09,68500
Residential,5350669000,3129 S 17TH ST,,13,4520,Cape Cod,Brick,1,1950,0,1211,1,3,1,1,4800,2015-09,115500
Residential,5510309000,3543 S 15TH PL,,13,4520,Cape Cod,Brick,1,1950,0,1197,1,3,1,1,5050,2015-09,115000
Residential,5940643000,4523 S BURRELL ST,,13,4720,Cape Cod,Brick,1,1939,0,1097,1,3,1,0,4560,2015-09,112000
Residential,5510987000,3838 S 20TH ST,,13,4520,Cape Cod,Aluminum / Vinyl,1,1943,0,996,1,3,1,0,4840,2015-09,108800
Residential,5510667000,3662 S 19TH ST,,13,4520,Cape Cod,Aluminum / Vinyl,1,1947,0,922,1,3,1,0,4760,2015-09,118000
Residential,5519886000,3607 S 18TH ST,,13,4520,Cape Cod,Aluminum / Vinyl,1,1951,0,898,1,3,1,0,4760,2015-09,95000
Residential,5350401000,1719 W MORGAN AV,,13,4520,Milwaukee Bungalow,Aluminum / Vinyl,1,1926,0,1451,1,4,1,1,4800,2015-09,123200
Residential,6240903000,1820 W HALSEY AV,,13,4780,Ranch,Brick,1,1970,0,1610,1,3,1,1,7440,2015-09,163400
Residential,6241204000,5012 S 19TH ST,,13,4780,Ranch,Aluminum / Vinyl,1,1971,0,1560,1,3,1,1,9960,2015-09,174500
Residential,5970435000,1710 W BOTTSFORD AV,,13,4660,Ranch,Brick,1,1964,0,1425,1,3,1,1,7200,2015-09,164000
Residential,6439959113,1409 W MAPLEWOOD CT,,13,4800,Ranch,Aluminum / Vinyl,1,1964,0,1298,1,3,1,1,8800,2015-09,165000
Residential,5780011000,1540 W BOLIVAR AV,,13,4660,Ranch,Brick,1,1956,0,1208,1,3,1,1,8260,2015-09,130000
Residential,6670208000,3530 W WANDA AV,,13,4840,Ranch,Aluminum / Vinyl,1,1960,0,1121,1,3,2,0,11550,2015-09,154000
Residential,6670218000,5571 S HONEY CREEK DR,,13,4840,Ranch,Aluminum / Vinyl,1,1960,0,1084,1,3,1,0,7590,2015-09,125000
Residential,6680135100,5845 S MELINDA ST,,13,4840,Ranch,Aluminum / Vinyl,1,1958,0,1039,1,2,1,0,8400,2015-09,128000
Residential,5800363000,4229 S 1ST PL,,13,4700,Ranch,Stone,1,1938,0,937,1,2,1,0,4800,2015-09,109900
Residential,6240236000,4955 S 15TH PL,,13,4800,Ranch,Aluminum / Vinyl,1,1958,0,905,1,3,1,0,5900,2015-09,113000
Residential,5490001100,3603 S 5TH PL,,13,4700,Ranch,Frame,1,1954,0,894,1,3,1,0,5796,2015-09,87000
Residential,5340601000,3270 S 25TH ST,,13,4360,Ranch,Aluminum / Vinyl,1,1947,0,826,1,2,1,0,5760,2015-09,96000
Residential,5511087000,3855 S 15TH PL,,13,4520,Ranch,Aluminum / Vinyl,1,1951,0,804,1,2,1,0,4880,2015-09,85000
Residential,5521119000,3761 S 20TH ST,,13,4360,Ranch,Aluminum / Vinyl,1,1947,0,771,1,2,1,0,5400,2015-09,89900
Residential,6449936100,2327 W CLAYTON CREST AV,,13,4780,Split Level,Aluminum / Vinyl,1,1965,0,1977,1,4,2,0,10320,2015-09,180000
Residential,5821108000,1403 E VAN BECK AV,,14,4620,Cape Cod,Block,1,1948,0,1163,1,3,1,0,7228,2015-09,138000
Residential,5480043000,3759 S AUSTIN ST,,14,4620,Colonial,Masonry / Frame,2,1950,0,1817,1,3,1,1,11236,2015-09,198500
Residential,5031425000,2930-A S MABBETT AV,,14,4540,Dplx Bungalow,Aluminum / Vinyl,1.5,1921,0,2807,2,4,2,0,6000,2015-09,248000
Residential,5410025000,3135 S INDIANA AV,,14,4600,Dplx Bungalow,Aluminum / Vinyl,2,1923,0,2217,2,5,2,0,3600,2015-09,217400
Residential,5350846000,3257 S 14TH ST,,14,4520,Dplx Bungalow,Aluminum / Vinyl,1.5,1927,0,2158,2,5,2,0,4800,2015-09,129000
Residential,5361299000,3427 S 9TH ST,,14,4520,Dplx Bungalow,Aluminum / Vinyl,1.5,1927,0,1969,2,4,2,0,4636,2015-09,111900
Residential,5410615000,3148 S PENNSYLVANIA AV,,14,4600,Duplex O/S,Aluminum / Vinyl,2,1918,0,2313,2,3,2,0,3600,2015-09,270000
Residential,4991107000,341 E SMITH ST,,14,4910,Duplex O/S,Aluminum / Vinyl,2,1891,0,1824,2,3,2,0,4065,2015-09,165000
Residential,5410919000,3440 S PENNSYLVANIA AV,,14,4600,Milwaukee Bungalow,Aluminum / Vinyl,1,1924,0,1884,1,5,2,0,3600,2015-09,267000
Residential,5050763000,2719 S BURRELL ST,,14,4910,Milwaukee Bungalow,Aluminum / Vinyl,1,1926,0,1526,1,3,2,0,3420,2015-09,154250
Residential,5040816000,2969 S HERMAN ST,,14,4500,Milwaukee Bungalow,Aluminum / Vinyl,1,1923,0,1262,1,2,1,0,3870,2015-09,170000
Residential,5410243000,3345 S ILLINOIS AV,,14,4600,Milwaukee Bungalow,Frame,1.5,1915,0,1179,1,3,1,1,3600,2015-09,151150
Residential,5390087000,3139 S HANSON AV,,14,4580,Milwaukee Bungalow,Aluminum / Vinyl,1,1925,0,1158,1,3,1,0,3750,2015-09,115000
Residential,5390064000,1425 E OKLAHOMA AV,,14,4580,Milwaukee Bungalow,Aluminum / Vinyl,1,1927,0,942,1,3,1,0,3480,2015-09,106500
Residential,5480367000,3747 S GRIFFIN AV,,14,4620,Ranch,Brick,1,1956,0,1992,1,4,2,1,10890,2015-09,225900
Residential,5401139000,3445 S KANSAS AV,,14,4580,Ranch,Aluminum / Vinyl,1,1951,0,857,1,3,1,0,4800,2015-09,100000
Residential,5481005000,3717 S PINE AV,,14,4620,Ranch,Aluminum / Vinyl,1,1952,0,704,1,2,1,1,5016,2015-09,116250
Residential,5460402000,3648 S BRUST AV,,14,4620,Ranch,Frame,1,1951,0,624,1,2,1,0,4392,2015-09,70000
Residential,4990712000,2495 S GRAHAM ST,,14,4910,Residence O/S,Aluminum / Vinyl,1,1890,0,1286,1,4,1,0,3600,2015-09,157500
Residential,5030204000,2733 S DELAWARE AV,,14,4540,Residence O/S,Prem Wood,1,1923,0,1224,1,3,2,1,3600,2015-09,259900
Residential,4990293000,2523 S BURRELL ST,,14,4910,Residence O/S,Aluminum / Vinyl,1,1898,0,1196,1,3,1,0,3120,2015-09,130000
Residential,4990235000,2464 S BURRELL ST,,14,4910,Residence O/S,Aluminum / Vinyl,1,1898,0,1048,1,2,1,0,3120,2015-09,105500
Residential,4970902000,2683 S 9TH ST,,14,4160,Residence O/S,Frame,1,1905,0,920,1,2,1,1,3600,2015-09,67500
Residential,4990291000,2515 S BURRELL ST,,14,4910,Residence O/S,Aluminum / Vinyl,1,1925,0,829,1,2,1,0,3120,2015-09,132500
Residential,5389976000,3457 S HOWELL AV,,14,4580,Triplex,Aluminum / Vinyl,1,1925,0,2338,3,5,3,0,5560,2015-09,190000
Residential,3230046000,2564A N 10TH ST,,15,2940,Cottage,Aluminum / Vinyl,1,1890,0,860,1,2,0,1,2160,2015-09,5000
Residential,3281823000,2519 N 49TH ST,,15,2520,Dplx Bungalow,Aluminum / Vinyl,1.5,1922,0,1946,2,3,2,0,5850,2015-09,42000
Condominium,3601614000,601 E OGDEN AV,601 LOFTS ,4,5662,APARTMENT,,1,2006,4,1053,1,1,1,0,0,2015-09,204000
Condominium,780171000,7980 N 107TH ST,ARBOR RIDGE,9,5103,APARTMENT,,1,1999,5,1125,1,2,2,0,0,2015-09,81000
Condominium,5010584000,252521F S SHORE DR,BAYVIEW TERRACE,14,5293,HI-RISE,,1,1965,5,1174,1,2,1,0,0,2015-09,185000
Condominium,3922851000,270 E HIGHLAND AV,BLATZ ,4,5901,APARTMENT,,1,1901,4,1158,1,2,2,0,0,2015-09,177000
Condominium,3922818000,270 E HIGHLAND AV,BLATZ ,4,5901,WAREHOUSE,,2,1901,4,1095,1,2,1,1,0,2015-09,194500
Condominium,6241646000,4869 S 19TH ST,BOSTONIAN VILLAGE NORTH,13,5329,TOWN HOUSE,,2,1975,5,1140,1,3,1,1,0,2015-09,84000
Condominium,3960220000,234512 N BROADWAY ,BROADWAY CONDOMINIUM,4,5390,APARTMENT,,1,1893,4,915,1,1,1,0,0,2015-09,156000
Condominium,5540222000,3555 S TOLDT CR,CHEROKEE POINT,11,5312,UNKWN,,1,0,4,1401,1,2,2,0,0,2015-09,131000
Condominium,3930904000,1111 N MARSHALL ST,CITY GREEN CONDOMINIUM,4,5906,APARTMENT,,1,2007,5,2205,1,3,2,0,0,2015-09,390000
Condominium,2550207000,4215364 N 100TH ST,CLOISTERS NW,5,5210,APARTMENT,,1,1975,4,988,1,2,2,0,0,2015-09,47000
Condominium,5261281000,34791 S 91ST ST,COLONY RIDGE,11,5302,APARTMENT,,1,1981,4,964,1,2,1,0,0,2015-09,76000
Condominium,3930725000,1108 N MILWAUKEE ST,COURTYARD SQUARE,4,5987,APARTMENT,,1,1983,5,975,1,2,2,0,0,2015-09,152000
Condominium,3191135000,2527 N STOWELL AV,EASTMORE,3,5730,APARTMENT,,1,1913,6,1395,1,2,1,0,0,2015-09,155000
Condominium,3541833000,1902 N COMMERCE ST,EDGE CONDOMINIUMS,6,5825,APARTMENT,,1,2010,3,804,1,1,1,0,0,2015-09,159000
Condominium,3551343100,1707 N PROSPECT AV,EDGEWATER TERRACE,3,5800,HI-RISE,,1,1967,3,650,1,1,1,0,0,2015-09,110000
Condominium,3591060000,1409 N PROSPECT AV,FENWICK CONDOMINIUM,3,5930,APARTMENT,,1,1963,3,640,1,1,1,0,0,2015-09,67000
Condominium,5571452000,6400 W HOWARD AV,FOREST COURT,11,5315,APARTMENT,,1,1980,4,984,1,2,1,0,0,2015-09,49000
Condominium,3151471000,1220 E LOCUST ST,GORDON KNOLL,3,5405,APARTMENT,,2,2004,5,2144,1,2,2,1,0,2015-09,185000
Condominium,3191394000,1828 E GREENWICH AV,GREENWICH AVE LLC,3,5499,TOWNHOUSE,,2,2007,4,1222,1,2,2,1,0,2015-09,265000
Condominium,3541076000,1888 N WATER ST,HIGH BRIDGE CONDOS,3,5958,APARTMENT,,2,2001,4,1310,1,2,2,1,0,2015-09,215000
Condominium,3960293000,191 N BROADWAY ,LOFTS ON BROADWAY,4,5389,APARTMENT,,1,1895,4,1688,1,2,2,0,0,2015-09,420000
Condominium,3601376000,1515 N VAN BUREN ST,LYON COURT,3,5957,APARTMENT,,2,1999,3,1150,1,2,2,0,0,2015-09,210000
Condominium,1470294100,1190119 W APPLETON AV,MILL VALLEY,5,5170,MIXED STYLES,,1,1971,6,1506,1,2,2,0,0,2015-09,98000
Condominium,310305000,9141 N 70TH ST,NORTHRIDGE EASTBAY,9,5020,TOWN HOUSE,,2,1973,6,1401,1,3,2,1,0,2015-09,85000
Condominium,3271727000,2344 N GRANT BL,PARC RENAISSANCE,15,5240,MIXED STYLES,,2,1983,5,1098,1,3,1,1,0,2015-09,25000
Condominium,3271769000,2352 N GRANT BL,PARC RENAISSANCE,15,5240,MIXED STYLES,,2,1983,4,994,1,2,1,1,0,2015-09,30000
Condominium,3541468000,2019 N COMMERCE ST,PARK TERRACE ROW HOUSES,6,5977,TOWNHOUSE,,3,2005,6,1717,1,2,2,0,0,2015-09,249000
Condominium,720681000,8087 N 93RD CT,PARKWAY VILLAGE PHASE II & III,9,5091,MIXED STYLES,,1,1982,4,874,1,2,1,0,0,2015-09,57750
Condominium,4280867000,106 W SEEBOTH ST,POINT ON THE RIVER CONDOS,12,5388,APARTMENT,,1,2006,5,1108,1,1,1,0,0,2015-09,265000
Condominium,3970597000,102 N WATER ST,RIVER RENAISSANCE,4,5382,Apartment,,1,2008,6,2351,1,3,2,1,0,2015-09,550000
Condominium,2801627000,3476C N DOUSMAN ST,RIVER WOODS-ASH-(THE GLADES) ,3,5445,APARTMENT,,1,1958,4,791,1,2,1,0,0,2015-09,45000
Condominium,2801644000,3464D N DOUSMAN ST,RIVER WOODS-ASH-(THE GLADES) ,3,5445,APARTMENT,,1,1958,4,791,1,2,1,0,0,2015-09,50000
Condominium,3541397000,1925 N WATER ST,RIVERBRIDGE,3,5964,APARTMENT,,1,2003,5,1313,1,2,2,0,0,2015-09,218000
Condominium,3551770000,2175 N RIVERBOAT RD,RIVERCREST CONDOMINIUM,3,5924,APARTMENT,,4,2005,5,1825,1,2,2,1,0,2015-09,337500
Condominium,430653000,76017 W DONNA CT,SERVITE COLONY,9,5078,APARTMENT,,1,1980,5,1004,1,2,1,1,0,2015-09,7000
Condominium,430264000,8619115 N SERVITE DR,SERVITE WOODS (ATRIUM),9,5070,MIXED STYLES,,1,1974,5,1024,1,2,2,0,0,2015-09,31000
Condominium,430539000,7819 W HEATHER AV,SERVITE WOODS (TRILEVEL & BILEVEL),9,5069,TRILEVEL,,1.5,1978,5,1292,1,1,2,0,0,2015-09,45000
Condominium,3551617000,1550 E ROYALL PL,STERLING CONDOMINIUM,3,5855,APARTMENT,,1,2005,5,1868,1,2,2,0,0,2015-09,317000
Condominium,3551660000,1550 E ROYALL PL,STERLING CONDOMINIUM,3,5855,APARTMENT,,1,2005,3,895,1,1,1,0,0,2015-09,176000
Condominium,3970367000,418 N 3RD ST,TRANSPORTATION DISTRICT,4,5391,APARTMENT,,1,1894,4,1733,1,2,2,0,0,2015-09,467500
Condominium,5521541100,2200 W HOWARD AV,TUDOR VILLAGE,13,5313,RANCH,,1,1953,4,837,1,2,1,0,0,2015-09,52000
Condominium,3601494000,1325204 N VAN BUREN ST,VAN BUREN CITYLOFTS,4,5974,APARTMENT,,1,1922,5,1570,1,2,2,0,0,2015-09,348000
Condominium,2620707000,90347 W LISBON AV,VILLA DU COURS (ATRIUM),5,5221,MIXED STYLES,,1,1975,4,928,1,2,1,0,0,2015-09,45000
Condominium,2620867000,3749307 N 88TH ST,VILLA DU COURS (ELEVATOR),5,5220,APARTMENT,,1,1974,4,1015,1,2,1,1,0,2015-09,48000
Condominium,2620939000,3609101 N TUCKER PL,VILLA DU COURS (ELEVATOR),5,5220,APARTMENT,,1,1974,4,1015,1,2,1,1,0,2015-09,47000
Condominium,3960375000,525 E CHICAGO ST,WAREHOUSE 525 CONDOMINIUM,4,5386,WAREHOUSE,,1,1916,3,813,1,1,1,0,0,2015-09,168250
Condominium,4280661000,200 S WATER ST,WATER STREET LOFTS CONDOMINIUM,12,5396,APARTMENT,,1,1875,5,1333,1,2,2,0,0,2015-09,303500
Condominium,440108000,8735 N 72ND ST,WHISPERING HILLS (ELEVATOR),9,5081,APARTMENT,,1,1973,5,1127,1,2,2,0,0,2015-09,37500
Condominium,440131000,8711 N 72ND ST,WHISPERING HILLS (TOWNHOUSE),9,5082,TOWN HOUSE,,2,1973,6,1460,1,3,1,1,0,2015-09,81000
Condominium,440136000,8721 N 72ND ST,WHISPERING HILLS (TOWNHOUSE),9,5082,TOWN HOUSE,,2,1973,6,1460,1,3,1,1,0,2015-09,72000
Condominium,6432002000,1621J W EDGERTON AV,WILLOW CREEK,13,5340,TOWN HOUSE,,2,1973,5,980,1,3,1,1,0,2015-09,48000
Condominium,6432193000,5225S S 13TH ST,WILLOW CREEK,13,5340,TOWN HOUSE,,2,1973,5,980,1,3,1,1,0,2015-09,68900
Condominium,340664000,9071H N 95TH ST,WOODLANDS,9,5060,TOWN HOUSE,,2.5,1970,5,1054,1,3,1,1,0,2015-09,15000
Condominium,341089000,9031E N SWAN RD,WOODLANDS,9,5060,TOWN HOUSE,,2.5,1970,5,1054,1,3,1,1,0,2015-09,16500
Lg Apartment,2249993200,7811 W HAMPTON AV,"6: 2-Br ,4: 3-Br ",5,6673,"Apartment: 6: 2-Br ,4: 3-Br  Units",,2,1962,0,8718,1,0,0,0,12000,2015-09,450000
Lg Apartment,2620612000,8610 W MELVINA ST,8: 1-Br ,5,6650,Apartment: 8: 1-Br  Units,,1,1950,0,3565,1,0,0,0,11590,2015-09,155500
Lg Apartment,3211627000,526 E CLARKE ST,"3: 1-Br ,1: 2-Br ",6,6760,"Apartment: 3: 1-Br ,1: 2-Br  Units",,2,1890,0,2748,1,0,0,0,2640,2015-09,165000
Lg Apartment,4340609000,906 S 25TH ST,"2: 1-Br ,2: 2-Br ",8,6780,"Apartment: 2: 1-Br ,2: 2-Br  Units",,2,1904,0,3352,1,0,0,0,4900,2015-09,79000
Lg Apartment,4039992100,4521 W BLUE MOUND CT,"2: 1-Br ,2: 2-Br ",10,6801,"Apartment: 2: 1-Br ,2: 2-Br  Units",,2,1880,0,3683,1,0,0,0,10373,2015-09,228750
Lg Apartment,5279954000,8307 W OKLAHOMA AV,"3: 1-Br ,9: 2-Br ",11,6881,"Apartment: 3: 1-Br ,9: 2-Br  Units",,2,1951,0,11377,1,0,0,0,26900,2015-09,675000
Lg Apartment,6249964100,4941 S 13TH ST,"8: 2-Br ,8: 2-Br ",13,6850,"Apartment: 8: 2-Br ,8: 2-Br  Units",,2,1961,0,6574,1,0,0,0,36750,2015-09,975000
Commercial,4000749000,2460 W CLYBOURN ST,,4,6270,Multi Story Warehouse,,2,1925,0,16780,1,0,0,0,21000,2015-09,425000
Commercial,3921395000,401 E KILBOURN AV,,4,6460,Office Building - Class B,,4,1996,0,46607,1,0,0,0,14400,2015-09,2350000
